dimer_name,family_name,deepSyn_mmd,kc_selected
TFAP2C_HES7,AP2_BHLH,0.1356386604360353,True
TFAP2C_HES7_2,AP2_BHLH,0.15869488893865447,True
TFAP2C_MAX,AP2_BHLH,0.11899662648257202,True
TFAP2C_MAX_2,AP2_BHLH,0.1267711656881931,True
TFAP2C_MAX_3,AP2_BHLH,0.13903727237200256,True
TFAP2C_MAX_4,AP2_BHLH,0.13233564700990344,True
TFAP2C_E2F8,AP2_E2F,0.33337599698088144,False
TFAP2C_ELK1,AP2_ETS,0.19241043618355363,False
TFAP2C_ETV7,AP2_ETS,0.20861655468670026,False
TFAP2C_DLX3,AP2_HOMEO,0.2464192483053299,True
TFAP2C_DLX3_2,AP2_HOMEO,0.16506111256289455,True
TFAP2C_DLX3_3,AP2_HOMEO,0.2531936972314793,True
TFAP2C_DRGX,AP2_HOMEO,0.25713535462885756,True
TFAP2C_HOXB13,AP2_HOMEO,0.23177656799009147,True
TFAP2C_ONECUT2,AP2_HOMEOCUT,0.21636397703653926,True
TFAP2C_ONECUT2_2,AP2_HOMEOCUT,0.19947100086278824,True
TFAP2C_ONECUT2_3,AP2_HOMEOCUT,0.23385492368843336,True
TFAP2C_ONECUT2_4,AP2_HOMEOCUT,0.21060593200854902,True
ARNTL_BHLHA15,BHLH_BHLH,0.22618862415744384,True
CLOCK_BHLHA15,BHLH_BHLH,0.1851235860232625,True
CLOCK_FIGLA,BHLH_BHLH,0.13510481849188685,True
CLOCK_FIGLA_2,BHLH_BHLH,0.1426657272568449,True
CLOCK_NHLH1,BHLH_BHLH,0.15702879045539125,True
CLOCK_NHLH1_2,BHLH_BHLH,0.1466021844661119,True
TFAP4_MAX,BHLH_BHLH,0.10739250429234229,True
TFAP4_MAX_2,BHLH_BHLH,0.08347622005246141,True
CLOCK_TBX3,BHLH_TBX,0.133824973557031,False
ATF4_CEBPB,BZIP_BZIP,0.07457244346438546,True
ATF4_CEBPD,BZIP_BZIP,0.06681015581763304,True
ATF4_TEF,BZIP_BZIP,0.14914743917289372,True
CEBPG_ATF4,BZIP_BZIP,0.10914621863274626,True
CEBPG_CREB3L1,BZIP_BZIP,0.20938387537763817,True
CEBPG_ELF1,BZIP_ETS,0.27585922963989096,False
E2F1_HES7,E2F_BHLH,0.13650684590055898,True
E2F1_HES7_2,E2F_BHLH,0.17406810616277194,True
E2F1_NHLH1,E2F_BHLH,0.1919904648012213,True
E2F3_HES7,E2F_BHLH,0.167670089241372,True
E2F1_ELK1,E2F_ETS,0.22174485377900463,False
E2F1_ELK1_2,E2F_ETS,0.1910507967804088,False
E2F1_ELK1_3,E2F_ETS,0.19177962869220336,False
E2F3_FOXI1,E2F_FOX,0.3693016664952796,False
E2F3_FOXO6,E2F_FOX,0.40153743797046293,False
E2F3_FOXO6_2,E2F_FOX,0.4263196387048362,False
E2F3_DRGX,E2F_HOMEO,0.3334219118922164,False
E2F3_ONECUT2,E2F_HOMEOCUT,0.3105165489831207,False
E2F3_ONECUT2_2,E2F_HOMEOCUT,0.27680507355314593,False
E2F1_EOMES,E2F_TBOX,0.2710727564573716,True
E2F1_EOMES_2,E2F_TBOX,0.20319604663830443,True
E2F3_EOMES,E2F_TBOX,0.3223031187546946,True
E2F3_TBX21,E2F_TBOX,0.24310678157599588,True
E2F3_TBX21_2,E2F_TBOX,0.33512706726369035,True
E2F3_TBX21_3,E2F_TBOX,0.29602054568718567,True
ELK1_SREBF2,ETS_BHLH,0.2236158372949352,True
ELK1_SREBF2_2,ETS_BHLH,0.10066882207529691,True
ERF_CLOCK,ETS_BHLH,0.16368570973667465,True
ERF_FIGLA,ETS_BHLH,0.08202788594140319,True
ERF_HES7,ETS_BHLH,0.1657593987211332,True
ERF_HES7_2,ETS_BHLH,0.15434703999248872,True
ERF_HES7_3,ETS_BHLH,0.1758179147909274,True
ERF_MAX,ETS_BHLH,0.09334160212684543,True
ERF_NHLH1,ETS_BHLH,0.11178628207639786,True
ERF_SREBF2,ETS_BHLH,0.16099571752206382,True
ERF_SREBF2_2,ETS_BHLH,0.2323358462497208,True
ETV2_BHLHA15,ETS_BHLH,0.07905312834860374,True
ETV2_CLOCK,ETS_BHLH,0.1293004949461079,True
ETV2_FIGLA,ETS_BHLH,0.07807546023988816,True
ETV2_FIGLA_2,ETS_BHLH,0.12238066654321235,True
ETV2_HES7,ETS_BHLH,0.12711781589770638,True
ETV2_HES7_2,ETS_BHLH,0.12818942531210006,True
ETV2_HES7_3,ETS_BHLH,0.13504740891249847,True
ETV2_NHLH1,ETS_BHLH,0.11283047681239748,True
ETV2_NHLH1_2,ETS_BHLH,0.19293984744779244,True
ETV2_SREBF2,ETS_BHLH,0.19676292964177208,True
ETV2_SREBF2_2,ETS_BHLH,0.17993993847120238,True
ETV2_TCF3,ETS_BHLH,0.12762557039545988,True
ETV5_CLOCK,ETS_BHLH,0.12098606298564164,True
ETV5_FIGLA,ETS_BHLH,0.1284927657103722,True
ETV5_HES7,ETS_BHLH,0.17150850461597408,True
ETV5_HES7_2,ETS_BHLH,0.13378804659446164,True
ETV5_TCF3,ETS_BHLH,0.13797245223190466,True
ETV5_TCF3_2,ETS_BHLH,0.12352200084525945,True
FLI1_BHLHA15,ETS_BHLH,0.35287557401298514,True
FLI1_FIGLA,ETS_BHLH,0.09535338674589132,True
FLI1_MAX,ETS_BHLH,0.09320983586889109,True
FLI1_TCF3,ETS_BHLH,0.14218089476126364,True
TEAD4_ELK1,ETS_BHLH,0.443017843006732,True
TEAD4_ELK1_2,ETS_BHLH,0.2505351631567864,True
TEAD4_ELK1_3,ETS_BHLH,0.2410026515258568,True
TEAD4_ELK1_4,ETS_BHLH,0.24363444888491104,True
TFAP4_ETV1,ETS_BHLH,0.10143577197364168,True
TFAP4_ETV4,ETS_BHLH,0.10754813909215323,True
TFAP4_FLI1,ETS_BHLH,0.327159505318318,True
ELK1_TEF,ETS_BZIP,0.09723098993499413,True
ERF_CEBPD,ETS_BZIP,0.10386969284589344,True
ETV2_CEBPD,ETS_BZIP,0.12712785892626982,True
ETV2_TEF,ETS_BZIP,0.08772547313965984,True
ETV2_TEF_2,ETS_BZIP,0.21936581944249,True
ETV5_CEBPD,ETS_BZIP,0.08456368089619738,True
FLI1_CEBPB,ETS_BZIP,0.11332786345821522,True
FLI1_CEBPD,ETS_BZIP,0.11846008947849998,True
ELK1_ETV7,ETS_ETS,0.14599172507680533,True
ELK1_SPDEF,ETS_ETS,0.3539824409070977,True
ERF_ETV7,ETS_ETS,0.0750624241328244,True
ETV2_ETV7,ETS_ETS,0.07960943511840997,True
ETV2_SPDEF,ETS_ETS,0.15228954896670366,True
ETV5_ETV7,ETS_ETS,0.12408230126585577,True
FLI1_ETV7,ETS_ETS,0.23378862464417124,True
ELK1_ONECUT2,ETS_HOMEOCUT,0.1302287054496027,True
ERF_ONECUT2,ETS_HOMEOCUT,0.10866209802391781,True
ETV2_ONECUT2,ETS_HOMEOCUT,0.23426986196406677,True
ETV2_ONECUT2_2,ETS_HOMEOCUT,0.21237892840186526,True
ETV2_ONECUT2_3,ETS_HOMEOCUT,0.1287926697305851,True
ETV2_ONECUT2_4,ETS_HOMEOCUT,0.10440882017888214,True
ETV2_ONECUT2_5,ETS_HOMEOCUT,0.12034042402652022,True
FLI1_ONECUT2,ETS_HOMEOCUT,0.1967911531343468,True
ELK1_PAX1,ETS_PAX,0.09436526599799257,True
ELK1_PAX5,ETS_PAX,0.06843651174224678,True
ELK1_PAX9,ETS_PAX,0.43949704518993904,True
ETV2_PAX5,ETS_PAX,0.08811760079044877,True
ETV2_SOX15,ETS_SOX,0.426088545936,True
ETV2_SOX15_2,ETS_SOX,0.4208772949545672,True
ETV2_SOX15_3,ETS_SOX,0.32553691772418025,True
ETV2_SOX15_4,ETS_SOX,0.266473755789454,True
ELK1_EOMES,ETS_TBOX,0.09604132736365766,True
ELK1_EOMES_2,ETS_TBOX,0.15793428413220104,True
ELK1_EOMES_3,ETS_TBOX,0.05847328875648344,True
ELK1_TBX21,ETS_TBOX,0.14463561734724303,True
ELK1_TBX21_2,ETS_TBOX,0.0595490203584448,True
ELK1_TBX21_3,ETS_TBOX,0.1343729376009763,True
ELK1_TBX21_4,ETS_TBOX,0.1464719377521697,True
ERF_EOMES,ETS_TBOX,0.1288905075880209,True
ERF_EOMES_2,ETS_TBOX,0.1183963514549577,True
ERF_TBX21,ETS_TBOX,0.12163928250900984,True
ERF_TBX21_2,ETS_TBOX,0.08976586953005215,True
ETV2_EOMES,ETS_TBOX,0.1068849431548764,True
ETV2_EOMES_2,ETS_TBOX,0.07624527235624315,True
ETV2_EOMES_3,ETS_TBOX,0.08721003321365606,True
ETV2_TBX21,ETS_TBOX,0.15471565789060485,True
ETV2_TBX21_2,ETS_TBOX,0.06676977145519232,True
ETV2_TBX21_3,ETS_TBOX,0.12537398965608404,True
ETV5_EOMES,ETS_TBOX,0.1365120515994143,True
ETV5_EOMES_2,ETS_TBOX,0.08608625659645591,True
ETV7_TBX21,ETS_TBOX,0.17629694511514282,True
ETV7_TBX21_2,ETS_TBOX,0.18500319157500864,True
ELK1_FOXI1,FOX_ETS,0.16807235751291474,True
ELK1_FOXI1_2,FOX_ETS,0.22650973915135292,True
ELK1_FOXI1_3,FOX_ETS,0.14489150467448011,True
ELK1_FOXI1_4,FOX_ETS,0.16096817656840953,True
ELK1_FOXI1_5,FOX_ETS,0.25132849712752403,True
ELK1_FOXI1_6,FOX_ETS,0.2989919658812167,True
ERF_FOXI1,FOX_ETS,0.09422336386675077,True
ERF_FOXI1_2,FOX_ETS,0.15213581722500047,True
ERF_FOXI1_3,FOX_ETS,0.13199413924570794,True
ERF_FOXO1,FOX_ETS,0.14600907923659623,True
ETV2_FOXI1,FOX_ETS,0.09712166776429437,True
ETV2_FOXI1_2,FOX_ETS,0.16864190817562452,True
ETV2_FOXI1_3,FOX_ETS,0.17681340673077642,True
ETV2_FOXI1_4,FOX_ETS,0.09425521764878689,True
ETV2_FOXI1_5,FOX_ETS,0.14423527180985454,True
ETV2_FOXO6,FOX_ETS,0.06599236888702657,True
ETV5_FOXI1,FOX_ETS,0.11379120193531077,True
ETV5_FOXI1_2,FOX_ETS,0.12569524561679704,True
ETV5_FOXI1_3,FOX_ETS,0.15934523296527275,True
ETV5_FOXO1,FOX_ETS,0.12002865650704533,True
ETV5_FOXO1_2,FOX_ETS,0.12065709781028226,True
FLI1_FOXI1,FOX_ETS,0.5204369871247118,True
FLI1_FOXI1_2,FOX_ETS,0.1133964375476126,True
FLI1_FOXI1_3,FOX_ETS,0.25697347805467863,True
FLI1_FOXI1_4,FOX_ETS,0.25091905985986607,True
FOXJ2_ELF1,FOX_ETS,0.3243116801439624,True
FOXJ2_ELF1_2,FOX_ETS,0.07177001997772745,True
FOXJ3_ELF1,FOX_ETS,0.09160871902482148,True
FOXO1_ELF1,FOX_ETS,0.39171904793745216,True
FOXO1_ELF1_2,FOX_ETS,0.24142989770312956,True
FOXO1_ELF1_3,FOX_ETS,0.14897953863891675,True
FOXO1_ELK1,FOX_ETS,0.16368097621999114,True
FOXO1_ELK1_2,FOX_ETS,0.11318434535564617,True
FOXO1_ELK1_3,FOX_ETS,0.20024469043117696,True
FOXO1_ELK3,FOX_ETS,0.10856950895467078,True
FOXO1_ELK3_2,FOX_ETS,0.08575810954222021,True
FOXO1_ETV1,FOX_ETS,0.09304909920432493,True
FOXO1_ETV4,FOX_ETS,0.09210219783683696,True
FOXO1_ETV4_2,FOX_ETS,0.13513603219941103,True
FOXO1_ETV7,FOX_ETS,0.32001375658202397,True
FOXO1_FLI1,FOX_ETS,0.31131593500422433,True
FOXO1_SPDEF,FOX_ETS,0.16907842257065955,True
FOXJ2_HOXB13,FOX_HOMEO,0.1839841431898336,True
FOXJ2_HOXB13_2,FOX_HOMEO,0.19362944827569248,True
FOXJ2_HOXB13_3,FOX_HOMEO,0.23612869245580426,True
FOXJ2_HOXB13_4,FOX_HOMEO,0.1681742174832418,True
FOXJ2_PITX1,FOX_HOMEO,0.25268028204659926,True
FOXJ2_PITX1_2,FOX_HOMEO,0.3160848565058339,True
FOXO1_HOXA10,FOX_HOMEO,0.19629946186581856,True
FOXO1_HOXB13,FOX_HOMEO,0.21675087266786633,True
FOXO1_HOXB13_2,FOX_HOMEO,0.20254609984758015,True
FOXO1_HOXB13_3,FOX_HOMEO,0.2536805830594409,True
FOXJ3_TBX21,FOX_TBOX,0.29714546155003013,False
FOXJ3_TBX21_2,FOX_TBOX,0.28766679450033766,False
GCM1_FIGLA,GCM_BHLH,0.12181442827053608,True
GCM1_FIGLA_10,GCM_BHLH,0.12381260327071086,True
GCM1_FIGLA_2,GCM_BHLH,0.11079133759973929,True
GCM1_FIGLA_3,GCM_BHLH,0.10884722398750106,True
GCM1_FIGLA_4,GCM_BHLH,0.09243880984188028,True
GCM1_FIGLA_5,GCM_BHLH,0.11661502472119734,True
GCM1_FIGLA_6,GCM_BHLH,0.1566930910252989,True
GCM1_FIGLA_7,GCM_BHLH,0.15842237222019334,True
GCM1_FIGLA_8,GCM_BHLH,0.13049383434731396,True
GCM1_FIGLA_9,GCM_BHLH,0.13251610441793307,True
GCM1_MAX,GCM_BHLH,0.1743091428845223,True
GCM1_MAX_2,GCM_BHLH,0.17391417567238307,True
GCM1_MAX_3,GCM_BHLH,0.13987244758205855,True
GCM1_MAX_4,GCM_BHLH,0.1273058026935212,True
GCM1_MAX_5,GCM_BHLH,0.1465493863902302,True
GCM1_MAX_6,GCM_BHLH,0.13004986529952903,True
GCM1_NHLH1,GCM_BHLH,0.14053100683012468,True
GCM1_NHLH1_2,GCM_BHLH,0.1340992957382386,True
GCM2_FIGLA,GCM_BHLH,0.08399063187675124,True
GCM2_FIGLA_2,GCM_BHLH,0.09989540726831406,True
GCM2_HES7,GCM_BHLH,0.13494836943035415,True
GCM2_MAX,GCM_BHLH,0.1577449421326488,True
GCM1_CEBPB,GCM_BZIP,0.1632597153207062,True
GCM1_CEBPB_2,GCM_BZIP,0.17750944326838344,True
GCM1_CEBPB_3,GCM_BZIP,0.17776330237776336,True
GCM2_TEF,GCM_BZIP,0.17474296921303065,True
GCM2_E2F8,GCM_E2F,0.22930014719176844,False
GCM1_ERG,GCM_ERG,0.18548057787360783,False
GCM1_ELF1,GCM_ETS,0.1683806285004422,False
GCM1_ELF1_2,GCM_ETS,0.13445219588453583,False
GCM1_ELF1_3,GCM_ETS,0.19841490197855127,False
GCM1_ELK1,GCM_ETS,0.4213726981293718,True
GCM1_ELK1_2,GCM_ETS,0.11334282969665632,True
GCM1_ELK1_3,GCM_ETS,0.11842623173076634,True
GCM1_ELK3,GCM_ETS,0.28327218553830574,True
GCM1_ELK3_2,GCM_ETS,0.13274153670165334,True
GCM1_ETV1,GCM_ETS,0.13999595262834025,True
GCM1_ETV4,GCM_ETS,0.1204211607382641,True
GCM1_ETV7,GCM_ETS,0.46824151147029325,True
GCM1_ETV7_2,GCM_ETS,0.47308348159246943,True
GCM1_SPDEF,GCM_ETS,0.5263307729538432,True
GCM1_SPDEF_2,GCM_ETS,0.4672104132652605,True
GCM1_SPDEF_3,GCM_ETS,0.2607194971419865,True
GCM1_SPDEF_4,GCM_ETS,0.4981690269876129,True
GCM1_SPDEF_5,GCM_ETS,0.5290481752467066,True
GCM2_ELK1,GCM_ETS,0.1183625219829777,True
GCM1_FOXI1,GCM_FOX,0.20588899568676391,True
GCM1_FOXI1_2,GCM_FOX,0.08329422225774327,True
GCM1_FOXI1_3,GCM_FOX,0.10346384349734264,True
GCM1_FOXI1_4,GCM_FOX,0.15005990101639544,True
GCM1_FOXI1_5,GCM_FOX,0.15224234202073064,True
GCM1_FOXO1,GCM_FOX,0.15944065371524632,True
GCM1_FOXO1_2,GCM_FOX,0.14940036823358366,True
GCM2_FOXI1,GCM_FOX,0.07938054787216024,True
GCM2_FOXI1_2,GCM_FOX,0.11479159804101653,True
GCM1_HOXA13,GCM_HOMEO,0.0986106638676197,True
GCM1_HOXA2,GCM_HOMEO,0.17088728860432226,True
GCM1_HOXB13,GCM_HOMEO,0.11856134024578173,True
GCM1_HOXB13_2,GCM_HOMEO,0.2216577146174039,True
GCM1_HOXB13_3,GCM_HOMEO,0.17712414953439204,True
GCM1_HOXB13_4,GCM_HOMEO,0.081459360782392,True
GCM1_PITX1,GCM_HOMEO,0.24087212845044464,True
GCM1_PITX1_2,GCM_HOMEO,0.19012609405598932,True
GCM1_PITX1_3,GCM_HOMEO,0.20222804197305716,True
GCM2_DLX2,GCM_HOMEO,0.08521373203219305,True
GCM2_DLX3,GCM_HOMEO,0.09291830680671495,True
GCM2_DLX3_2,GCM_HOMEO,0.10018337808145568,True
GCM2_DRGX,GCM_HOMEO,0.15134247730615777,True
GCM2_DRGX_2,GCM_HOMEO,0.1688628949792361,True
GCM2_HOXA13,GCM_HOMEO,0.10631950369509006,True
GCM2_PITX1,GCM_HOMEO,0.19733965200898826,True
GCM2_PITX1_2,GCM_HOMEO,0.2292030597650996,True
GCM1_ONECUT2,GCM_HOMEOCUT,0.1615239589976544,False
GCM1_ONECUT2_2,GCM_HOMEOCUT,0.17299348031470654,False
GCM2_ONECUT2,GCM_HOMEOCUT,0.13100122794666177,False
GCM1_SOX2,GCM_SOX,0.2338635920409384,True
GCM2_SOX15,GCM_SOX,0.33301347060030345,True
GCM2_SOX15_2,GCM_SOX,0.3153296761896107,True
GCM2_SOX15_3,GCM_SOX,0.2530459645445978,True
GCM2_SOX15_4,GCM_SOX,0.22357980723977183,True
GCM1_TBX21,GCM_TBOX,0.15023327234718198,True
GCM1_TBX21_2,GCM_TBOX,0.2310272153206149,True
GCM2_EOMES,GCM_TBOX,0.1554777009682485,True
GCM2_TBX21,GCM_TBOX,0.14407773277422656,True
GCM2_TBX21_2,GCM_TBOX,0.2436454734685106,True
CUX1_NHLH1,HOMEOCUT_BHLH,0.2497706498824274,False
CUX1_NHLH1_2,HOMEOCUT_BHLH,0.22961243285557356,False
CUX1_SOX15,HOMEOCUT_ETS,0.3730376630042045,False
CUX1_SOX15_2,HOMEOCUT_ETS,0.30894575130925095,False
CUX1_SOX15_3,HOMEOCUT_ETS,0.2897138345549098,False
CUX1_FOXI1,HOMEOCUT_FOX,0.18697561074445707,False
CUX1_FOXO1,HOMEOCUT_FOX,0.14283433033145249,False
CUX1_FOXO6,HOMEOCUT_FOX,0.1255117113579574,False
CUX1_HOXA13,HOMEOCUT_HOMEO,0.23339016254752393,True
CUX1_HOXA13_2,HOMEOCUT_HOMEO,0.11367910073391234,True
CUX1_HOXB13,HOMEOCUT_HOMEO,0.11084550664503084,True
CUX1_PITX1,HOMEOCUT_HOMEO,0.19758663280358146,True
CUX1_SRF,HOMEOCUT_MADS,0.2053100572371977,False
CUX1_RFX5,HOMEOCUT_RFX,0.24989885493716657,False
CUX1_RFX5_2,HOMEOCUT_RFX,0.2930355689744309,False
CUX1_TBX21,HOMEOCUT_TBOX,0.18217117356678209,False
CUX1_TBX21_2,HOMEOCUT_TBOX,0.34785030925481775,False
CUX1_TBX3,HOMEOCUT_TBOX,0.28267975666571254,False
MEIS1_MAX,HOMEOMEIS_BHLH,0.20874606024094455,False
MEIS1_ELF1,HOMEOMEIS_ETS,0.2605165567451185,False
MEIS1_DLX2,HOMEOMEIS_HOMEO,0.13540162647889173,True
MEIS1_DLX3,HOMEOMEIS_HOMEO,0.13191641090373024,True
MEIS1_DRGX,HOMEOMEIS_HOMEO,0.22196149136440615,True
MEIS1_DRGX_2,HOMEOMEIS_HOMEO,0.3228587267909431,True
MEIS1_EVX1,HOMEOMEIS_HOMEO,0.2753601392988046,True
MEIS1_HOXA13,HOMEOMEIS_HOMEO,0.2151181516771474,True
MEIS1_ONECUT2,HOMEOMEIS_HOMEOCUT,0.14300824789197247,False
